cid,countyName,predict,truePoverty,error
0500000US17073,Henry County Illinois,14.45109859,12.5,-1.951098585
0500000US15003,Honolulu County Hawaii,-2.624043003,9.1,11.724043
0500000US48443,Terrell County Texas,-24.73192498,17.1,41.83192498
0500000US45013,Beaufort County South Carolina,-2.326289966,11.9,14.22628997
0500000US22009,Avoyelles Parish Louisiana,-30.01140543,23.7,53.71140543
0500000US48379,Rains County Texas,47.19333469,13.1,-34.09333469
0500000US27169,Winona County Minnesota,14.1432287,14.5,0.356771296
0500000US05035,Crittenden County Arkansas,34.08445857,23.5,-10.58445857
0500000US30027,Fergus County Montana,34.10833014,14.7,-19.40833014
0500000US01029,Cleburne County Alabama,15.73060557,19.1,3.369394429
0500000US28105,Oktibbeha County Mississippi,90.07532313,29.8,-60.27532313
0500000US39007,Ashtabula County Ohio,13.78942334,19.8,6.01057666
0500000US41051,Multnomah County Oregon,52.15260977,16.4,-35.75260977
0500000US27141,Sherburne County Minnesota,12.98672125,6.4,-6.586721245
0500000US46079,Lake County South Dakota,21.57868154,15.5,-6.078681536
0500000US28125,Sharkey County Mississippi,105.2402469,29,-76.24024687
0500000US19131,Mitchell County Iowa,12.52797631,8.3,-4.227976309
0500000US55119,Taylor County Wisconsin,-6.548564112,10.9,17.44856411
0500000US21149,McLean County Kentucky,6.227821157,19.2,12.97217884
0500000US18069,Huntington County Indiana,4.639898019,11.6,6.960101981
0500000US26057,Gratiot County Michigan,6.47958935,20.5,14.02041065
0500000US13313,Whitfield County Georgia,-5.00494173,19.2,24.20494173
0500000US21011,Bath County Kentucky,60.90183696,24,-36.90183696
0500000US13051,Chatham County Georgia,29.72498249,17.3,-12.42498249
0500000US19021,Buena Vista County Iowa,12.04489269,13.7,1.655107315
0500000US55049,Iowa County Wisconsin,-131.287963,9,140.287963
0500000US48221,Hood County Texas,16.5271532,12.3,-4.227153198
0500000US02020,Anchorage Municipality Alaska,0.13310781,8.1,7.96689219
0500000US13153,Houston County Georgia,-285.4884404,16.7,302.1884404
0500000US48343,Morris County Texas,7.274807473,15.7,8.425192527
0500000US31129,Nuckolls County Nebraska,11.41241649,10.8,-0.612416488
0500000US17147,Piatt County Illinois,1.971115514,5.4,3.428884486
0500000US51073,Gloucester County Virginia,-12.88445167,8.7,21.58445167
0500000US48151,Fisher County Texas,24.40201511,17.4,-7.00201511
0500000US22077,Pointe Coupee Parish Louisiana,10.0930538,17.5,7.406946205
0500000US18181,White County Indiana,-13.25804775,9.8,23.05804775
0500000US05007,Benton County Arkansas,9.612703735,10.5,0.887296265
0500000US35039,Rio Arriba County New Mexico,-5.738747715,26.4,32.13874771
0500000US42019,Butler County Pennsylvania,-3.544437513,8.4,11.94443751
0500000US45069,Marlboro County South Carolina,471.8270286,26.6,-445.2270286
0500000US29083,Henry County Missouri,25.77944717,21.2,-4.579447172
0500000US56009,Converse County Wyoming,-90.0620023,8,98.0620023
0500000US13195,Madison County Georgia,45.57865794,17.6,-27.97865794
0500000US27171,Wright County Minnesota,15.7928107,5,-10.7928107
0500000US42095,Northampton County Pennsylvania,43.84705867,9.2,-34.64705867
0500000US54059,Mingo County West Virginia,32.29645888,28.9,-3.396458876
0500000US40103,Noble County Oklahoma,-285.1461964,11.6,296.7461964
0500000US06069,San Benito County California,-566.6558353,9.7,576.3558353
0500000US28099,Neshoba County Mississippi,78.43045602,22.1,-56.33045602
0500000US29121,Macon County Missouri,365.267374,17,-348.267374
0500000US20133,Neosho County Kansas,50.21504978,21.4,-28.81504978
0500000US22083,Richland Parish Louisiana,-26.2169372,28.2,54.4169372
0500000US39133,Portage County Ohio,14.20201418,14.5,0.297985817
0500000US48425,Somervell County Texas,-0.230447364,21.5,21.73044736
0500000US18017,Cass County Indiana,38.4378379,13.9,-24.5378379
0500000US47025,Claiborne County Tennessee,24.6744379,22.4,-2.274437904
0500000US35045,San Juan County New Mexico,-37.02062733,20.8,57.82062733
0500000US17013,Calhoun County Illinois,446.0547733,12.8,-433.2547733
0500000US04021,Pinal County Arizona,25.36084459,15.5,-9.860844588
0500000US08003,Alamosa County Colorado,140.3895254,27.8,-112.5895254
0500000US48009,Archer County Texas,-4.082295728,8.8,12.88229573
0500000US39071,Highland County Ohio,33.94731937,21.6,-12.34731937
0500000US17115,Macon County Illinois,-89.92704311,16.6,106.5270431
0500000US55013,Burnett County Wisconsin,-36.08860295,14.6,50.68860295
0500000US31157,Scotts Bluff County Nebraska,14.52218512,13.2,-1.322185122
0500000US48339,Montgomery County Texas,7.422796877,10.3,2.877203123
0500000US37029,Camden County North Carolina,-1.771861766,9,10.77186177
0500000US37195,Wilson County North Carolina,-49.81073284,20.6,70.41073284
0500000US01045,Dale County Alabama,68.09704674,19.6,-48.49704674
0500000US12005,Bay County Florida,1.638302412,15.4,13.76169759
0500000US38029,Emmons County North Dakota,50.67992234,11.9,-38.77992234
0500000US36069,Ontario County New York,7.263131498,9.7,2.436868502
0500000US08121,Washington County Colorado,-389.2076955,9.9,399.1076955
0500000US01109,Pike County Alabama,115.1707384,26.3,-88.87073843
0500000US40015,Caddo County Oklahoma,42.19249734,20.8,-21.39249734
0500000US16047,Gooding County Idaho,26.65381481,15.9,-10.75381481
0500000US48503,Young County Texas,48.32185338,16.5,-31.82185338
0500000US34019,Hunterdon County New Jersey,1.181521898,4.5,3.318478102
0500000US13279,Toombs County Georgia,35.16595284,24.4,-10.76595284
0500000US38041,Hettinger County North Dakota,-17.930561,9.3,27.230561
0500000US27077,Lake of the Woods County Minnesota,-4.215450836,7.4,11.61545084
0500000US36041,Hamilton County New York,13.08913964,9.7,-3.389139636
0500000US21075,Fulton County Kentucky,-8.180568873,25.3,33.48056887
0500000US45001,Abbeville County South Carolina,19.64133513,22.7,3.058664871
0500000US29015,Benton County Missouri,-27.02563951,18.6,45.62563951
0500000US39145,Scioto County Ohio,-1.176729897,23.9,25.0767299
0500000US47033,Crockett County Tennessee,64.98642967,17.7,-47.28642967
0500000US54041,Lewis County West Virginia,125.4667443,19.8,-105.6667443
0500000US06071,San Bernardino County California,192.6410522,18.2,-174.4410522
0500000US42003,Allegheny County Pennsylvania,10.79510596,12.5,1.704894042
0500000US17127,Massac County Illinois,36.57162445,18.4,-18.17162445
0500000US55009,Brown County Wisconsin,32.19166384,11.3,-20.89166384
0500000US48135,Ector County Texas,26.11257076,12.3,-13.81257076
0500000US22097,St. Landry Parish Louisiana,50.23373711,27.9,-22.33373711
0500000US05141,Van Buren County Arkansas,3.636485342,19.6,15.96351466
0500000US18077,Jefferson County Indiana,19.04521361,13.7,-5.345213607
0500000US01133,Winston County Alabama,-5.8490998,18.7,24.5490998
0500000US13241,Rabun County Georgia,163.1569537,20.3,-142.8569537
0500000US15005,Kalawao County Hawaii,-3.285848037,12.7,15.98584804
0500000US13165,Jenkins County Georgia,27.15096361,30.7,3.549036393
0500000US13033,Burke County Georgia,3083.688055,29.2,-3054.488055
0500000US54087,Roane County West Virginia,25.36203127,19.3,-6.062031271
0500000US48247,Jim Hogg County Texas,-17.54016254,26,43.54016254
0500000US40035,Craig County Oklahoma,-19.01543621,17.9,36.91543621
0500000US08017,Cheyenne County Colorado,13.12390456,11.8,-1.323904556
0500000US02290,Yukon-Koyukuk Census Area Alaska,32.42413006,25.5,-6.924130065
0500000US19193,Woodbury County Iowa,18.98940145,14,-4.989401452
0500000US01075,Lamar County Alabama,-15.54522101,23.1,38.64522101
0500000US40129,Roger Mills County Oklahoma,9.004183487,18.4,9.395816513
0500000US16051,Jefferson County Idaho,15.19423418,9.5,-5.694234177
0500000US26163,Wayne County Michigan,11.33493011,23.7,12.36506989
0500000US21009,Barren County Kentucky,38.5203304,22.9,-15.6203304
0500000US05065,Izard County Arkansas,-7.587685888,17.7,25.28768589
0500000US38051,McIntosh County North Dakota,26.28353604,9.9,-16.38353604
0500000US46111,Sanborn County South Dakota,15.56816096,9.7,-5.868160964
0500000US41043,Linn County Oregon,64.89942866,16.1,-48.79942866
0500000US26041,Delta County Michigan,27.3436805,14.4,-12.9436805
0500000US21109,Jackson County Kentucky,52.96869111,33,-19.96869111
0500000US02150,Kodiak Island Borough Alaska,6.541948292,9.3,2.758051708
0500000US48321,Matagorda County Texas,22.4368564,20.6,-1.836856397
0500000US27159,Wadena County Minnesota,40.38167818,15,-25.38167818
0500000US39117,Morrow County Ohio,13.75028233,9.7,-4.050282331
0500000US17203,Woodford County Illinois,1.989997577,7.4,5.410002423
0500000US48285,Lavaca County Texas,16.05896181,10.5,-5.558961815
0500000US55073,Marathon County Wisconsin,26.32911283,10.3,-16.02911283
0500000US46041,Dewey County South Dakota,708.9825593,31.4,-677.5825593
0500000US24013,Carroll County Maryland,-1.618602629,5.5,7.118602629
0500000US51065,Fluvanna County Virginia,1.976785335,6.1,4.123214665
0500000US31137,Phelps County Nebraska,-7.18336519,7.1,14.28336519
0500000US48049,Brown County Texas,4.638959101,16.4,11.7610409
0500000US42059,Greene County Pennsylvania,33.11438275,14.8,-18.31438275
0500000US20191,Sumner County Kansas,0.186491468,11.8,11.61350853
0500000US49009,Daggett County Utah,7.482091929,4,-3.482091929
0500000US20105,Lincoln County Kansas,-10.77474432,8.4,19.17474432
0500000US39091,Logan County Ohio,-10.37228734,13.7,24.07228734
0500000US32003,Clark County Nevada,55.73468963,14.6,-41.13468963
0500000US05019,Clark County Arkansas,33.69585478,21.5,-12.19585478
0500000US35023,Hidalgo County New Mexico,29.99591544,26,-3.995915444
0500000US17071,Henderson County Illinois,13.26668306,11.3,-1.966683056
0500000US48441,Taylor County Texas,4.866612874,16.1,11.23338713
0500000US51550,Chesapeake city Virginia,6.105113448,9.6,3.494886552
0500000US48149,Fayette County Texas,33.21179732,9.1,-24.11179732
0500000US37031,Carteret County North Carolina,-27.85763712,12.5,40.35763712
0500000US12013,Calhoun County Florida,0.051881803,12.9,12.8481182
0500000US45011,Barnwell County South Carolina,-28.93321955,27,55.93321955
0500000US05037,Cross County Arkansas,103.120521,18,-85.12052095
0500000US30025,Fallon County Montana,-0.969939016,5.8,6.769939016
0500000US01027,Clay County Alabama,22.33268775,19.1,-3.23268775
0500000US27019,Carver County Minnesota,9.559444099,4,-5.559444099
0500000US28107,Panola County Mississippi,82.52052324,20.5,-62.02052324
0500000US39005,Ashland County Ohio,32.28311553,14.2,-18.08311553
0500000US27143,Sibley County Minnesota,-6.112567226,8.5,14.61256723
0500000US01047,Dallas County Alabama,49.37887672,31.9,-17.47887672
0500000US19133,Monona County Iowa,-389.3831431,14.9,404.2831431
0500000US39131,Pike County Ohio,19.3158266,20,0.684173403
0500000US46109,Roberts County South Dakota,5.872520717,18.8,12.92747928
0500000US20167,Russell County Kansas,-6.891585552,13.8,20.69158555
0500000US13311,White County Georgia,31.80241948,17.7,-14.10241948
0500000US40101,Muskogee County Oklahoma,201.2589244,21.9,-179.3589244
0500000US21013,Bell County Kentucky,53.05647693,38,-15.05647693
0500000US13053,Chattahoochee County Georgia,27.66954275,15,-12.66954275
0500000US31009,Blaine County Nebraska,4.832256815,9.8,4.967743185
0500000US46059,Hand County South Dakota,-67.81643667,8.2,76.01643667
0500000US48227,Howard County Texas,-6.816862549,13.9,20.71686255
0500000US51075,Goochland County Virginia,0.027444722,5.3,5.272555278
0500000US06093,Siskiyou County California,25.42666567,20.7,-4.726665671
0500000US17145,Perry County Illinois,-1.911781551,14.7,16.61178155
0500000US48153,Floyd County Texas,41.93932998,18.2,-23.73932998
0500000US22075,Plaquemines Parish Louisiana,-43.13604076,19.3,62.43604076
0500000US37027,Caldwell County North Carolina,-12.88931818,16.4,29.28931818
0500000US13155,Irwin County Georgia,75.13003003,24.5,-50.63003003
0500000US38079,Rolette County North Dakota,43.27431571,32.4,-10.87431571
0500000US05001,Arkansas County Arkansas,27.70903266,20.7,-7.009032664
0500000US28119,Quitman County Mississippi,170.0417943,37.5,-132.5417943
0500000US28097,Montgomery County Mississippi,126.2955758,25.6,-100.6955758
0500000US48051,Burleson County Texas,34.36079459,15.1,-19.26079459
0500000US42035,Clinton County Pennsylvania,11.58064347,17.2,5.619356534
0500000US08123,Weld County Colorado,-4.666092709,11.2,15.86609271
0500000US37009,Ashe County North Carolina,1.673455498,19.4,17.7265445
0500000US18149,Starke County Indiana,124.1619951,16.7,-107.4619951
0500000US12007,Bradford County Florida,-257.291709,18.8,276.091709
0500000US47049,Fentress County Tennessee,174.7936903,23,-151.7936903
0500000US45039,Fairfield County South Carolina,-87.90451612,21.3,109.2045161
0500000US27119,Polk County Minnesota,-2.147164755,12.4,14.54716475
0500000US06067,Sacramento County California,27.24775338,16.7,-10.54775338
0500000US37141,Pender County North Carolina,10.58073372,15.8,5.219266278
0500000US29081,Harrison County Missouri,-49.51583272,18.3,67.81583272
0500000US20135,Ness County Kansas,-7.261800086,8.9,16.16180009
0500000US22081,Red River Parish Louisiana,-6.369254139,20.4,26.76925414
0500000US29123,Madison County Missouri,-536.5267112,18.8,555.3267112
0500000US55141,Wood County Wisconsin,-16.98771575,11.1,28.08771575
0500000US48501,Yoakum County Texas,14.09191461,12.3,-1.791914608
0500000US18011,Boone County Indiana,6.153950908,6.1,-0.053950908
0500000US36039,Greene County New York,-3.59118773,12.4,15.99118773
0500000US47027,Clay County Tennessee,-2.479669036,26.6,29.07966904
0500000US04023,Santa Cruz County Arizona,195.7876877,21.8,-173.9876877
0500000US06049,Modoc County California,6.105057603,18.1,11.9949424
0500000US13197,Marion County Georgia,47.63469514,23.1,-24.53469514
0500000US17117,Macoupin County Illinois,3160.573451,13.3,-3147.273451
0500000US55011,Buffalo County Wisconsin,44.89983276,10.7,-34.19983276
0500000US13107,Emanuel County Georgia,47.59514165,29.2,-18.39514165
0500000US40017,Canadian County Oklahoma,8.589925115,7.9,-0.689925115
0500000US31151,Saline County Nebraska,-9.264307583,11.6,20.86430758
0500000US08001,Adams County Colorado,10.28183455,12.2,1.918165449
0500000US21111,Jefferson County Kentucky,-69.87464594,15,84.87464594
0500000US28041,Greene County Mississippi,3.955548123,15.1,11.14445188
0500000US13259,Stewart County Georgia,52.09087294,41.5,-10.59087294
0500000US49031,Piute County Utah,-154.7306197,12.9,167.6306197
0500000US51720,Norton city Virginia,15.62864428,25.7,10.07135572
0500000US27059,Isanti County Minnesota,-2.762981276,7.1,9.862981276
0500000US48427,Starr County Texas,64.62178919,35,-29.62178919
0500000US27173,Yellow Medicine County Minnesota,13.22533983,12.5,-0.725339832
0500000US48279,Lamb County Texas,-2.760076501,20.5,23.2600765
0500000US37157,Rockingham County North Carolina,24.72670001,18.5,-6.226700012
0500000US38043,Kidder County North Dakota,-217.6236594,6.9,224.5236594
0500000US27071,Koochiching County Minnesota,0.84592422,17.1,16.25407578
0500000US36047,Kings County New York,5.690080478,21.9,16.20991952
0500000US18109,Morgan County Indiana,34.30496309,11.8,-22.50496309
0500000US04015,Mohave County Arizona,19.6950973,18.6,-1.095097299
0500000US47173,Union County Tennessee,50.75556256,21.6,-29.15556256
0500000US29017,Bollinger County Missouri,29.27896505,19.9,-9.37896505
0500000US46019,Butte County South Dakota,-10.3594415,11.1,21.4594415
0500000US39143,Sandusky County Ohio,-51.14883778,13.6,64.74883778
0500000US15007,Kauai County Hawaii,27.34581542,9.1,-18.24581542
0500000US17003,Alexander County Illinois,-1.608240112,33.4,35.00824011
0500000US20053,Ellsworth County Kansas,43.74319722,11.4,-32.34319722
0500000US06073,San Diego County California,102.1432024,13.3,-88.84320237
0500000US42005,Armstrong County Pennsylvania,11.7270561,13,1.272943904
0500000US39119,Muskingum County Ohio,21.42468006,16.6,-4.824680062
0500000US31049,Deuel County Nebraska,-3.014004466,11.1,14.11400447
0500000US42057,Fulton County Pennsylvania,7.151235898,11.5,4.348764102
0500000US22099,St. Martin Parish Louisiana,-118.8734457,17.7,136.5734457
0500000US05143,Washington County Arkansas,11.71699587,18,6.28300413
0500000US19191,Winneshiek County Iowa,-25.44790668,8,33.44790668
0500000US18009,Blackford County Indiana,49210.48139,12.8,-49197.68139
0500000US20107,Linn County Kansas,0.491480909,17.4,16.90851909
0500000US13243,Randolph County Georgia,54.8760096,35.1,-19.7760096
0500000US12011,Broward County Florida,143.174457,14,-129.174457
0500000US13031,Bulloch County Georgia,54.63681469,30.4,-24.23681469
0500000US21129,Lee County Kentucky,-3252.736305,32.7,3285.436305
0500000US54085,Ritchie County West Virginia,24.4680341,18.5,-5.968034098
0500000US48241,Jasper County Texas,10.56483216,16.8,6.235167842
0500000US31149,Rock County Nebraska,13.24950795,9.7,-3.549507951
0500000US48419,Shelby County Texas,33.19845519,23.1,-10.09845519
0500000US40009,Beckham County Oklahoma,0.209859026,12.6,12.39014097
0500000US01077,Lauderdale County Alabama,14.87961062,16.3,1.420389383
0500000US49029,Morgan County Utah,4.482894272,2.4,-2.082894272
0500000US05063,Independence County Arkansas,35.18213423,18.5,-16.68213423
0500000US28131,Stone County Mississippi,-16.4727643,17.3,33.7727643
0500000US19105,Jones County Iowa,21.40119254,9.1,-12.30119254
0500000US48287,Lee County Texas,-10.60867806,13.8,24.40867806
0500000US21229,Washington County Kentucky,-34.27398988,17,51.27398988
0500000US46117,Stanley County South Dakota,15.81409085,5.8,-10.01409085
0500000US41045,Malheur County Oregon,95.49734287,25.2,-70.29734287
0500000US18075,Jay County Indiana,27.51886249,17.9,-9.618862487
0500000US45003,Aiken County South Carolina,-82.24193963,16.7,98.94193963
0500000US53051,Pend Oreille County Washington,21.25537199,16.6,-4.655371987
0500000US20089,Jewell County Kansas,-46.53472505,14.2,60.73472505
0500000US01059,Franklin County Alabama,-64.61617119,23,87.61617119
0500000US26165,Wexford County Michigan,-12.59612865,17.3,29.89612865
0500000US54047,McDowell County West Virginia,68.94456736,34.9,-34.04456736
0500000US05039,Dallas County Arkansas,32.56187547,13.2,-19.36187547
0500000US46043,Douglas County South Dakota,-11.55522559,8.2,19.75522559
0500000US24011,Caroline County Maryland,475.5649965,16.5,-459.0649965
0500000US51063,Floyd County Virginia,12.22527262,12,-0.225272618
0500000US47031,Coffee County Tennessee,70.2847635,15.2,-55.0847635
0500000US31135,Perkins County Nebraska,30.09044632,4.8,-25.29044632
0500000US12113,Santa Rosa County Florida,-28.94843462,11.3,40.24843462
0500000US48047,Brooks County Texas,-4.299988818,41.5,45.79998882
0500000US51101,King William County Virginia,58.20836924,10.9,-47.30836924
0500000US48353,Nolan County Texas,52.28886653,16.8,-35.48886653
0500000US20197,Wabaunsee County Kansas,69.26127269,6.1,-63.16127269
0500000US13309,Wheeler County Georgia,-60.31384982,29.3,89.61384982
0500000US13167,Johnson County Georgia,33.22184035,21.5,-11.72184035
0500000US32001,Churchill County Nevada,24.87777781,13.8,-11.07777781
0500000US30009,Carbon County Montana,8.034330518,9.9,1.865669482
0500000US13219,Oconee County Georgia,9.062567546,6.9,-2.162567546
0500000US39093,Lorain County Ohio,20.69417434,13.7,-6.994174339
0500000US48447,Throckmorton County Texas,17.72433296,17.1,-0.624332958
0500000US48069,Castro County Texas,11.02660781,15.9,4.873392192
0500000US37033,Caswell County North Carolina,-41.00118436,21.3,62.30118436
0500000US21107,Hopkins County Kentucky,584.6805485,17.2,-567.4805485
0500000US39065,Hardin County Ohio,-23.46523828,16.6,40.06523828
0500000US42081,Lycoming County Pennsylvania,29.78076947,14,-15.78076947
0500000US01025,Clarke County Alabama,26.94002514,25.3,-1.640025143
0500000US28101,Newton County Mississippi,99.01304237,23,-76.01304237
0500000US17121,Marion County Illinois,-724.5954543,17.8,742.3954543
0500000US02122,Kenai Peninsula Borough Alaska,12.06887361,11,-1.068873606
0500000US53047,Okanogan County Washington,15.63809051,21.8,6.161909487
0500000US27145,Stearns County Minnesota,38.6043906,13.1,-25.5043906
0500000US55063,La Crosse County Wisconsin,27.51194948,14.4,-13.11194948
0500000US46075,Jones County South Dakota,74.55140227,10.8,-63.75140227
0500000US28129,Smith County Mississippi,-4.327029452,18.2,22.52702945
0500000US19135,Monroe County Iowa,-22.14329159,10.9,33.04329159
0500000US01041,Crenshaw County Alabama,48.9520837,17.6,-31.3520837
0500000US51117,Mecklenburg County Virginia,5.318089445,16.9,11.58191055
0500000US20165,Rush County Kansas,-10.78519147,6.7,17.48519147
0500000US13317,Wilkes County Georgia,41.72082585,26.5,-15.22082585
0500000US22059,LaSalle Parish Louisiana,-1.14183938,24.8,25.94183938
0500000US13275,Thomas County Georgia,209.1593799,19.5,-189.6593799
0500000US48225,Houston County Texas,32.20407964,24.7,-7.504079644
0500000US51077,Grayson County Virginia,83.40381873,20.2,-63.20381873
0500000US17065,Hamilton County Illinois,4.044031165,13.9,9.855968835
0500000US06091,Sierra County California,25.28155479,12.3,-12.98155479
0500000US40021,Cherokee County Oklahoma,-90.55269496,21.1,111.652695
0500000US17143,Peoria County Illinois,-8.505898889,15.9,24.40589889
0500000US37025,Cabarrus County North Carolina,-12.82709241,11.5,24.32709241
0500000US05003,Ashley County Arkansas,25.68465036,21.3,-4.384650357
0500000US30031,Gallatin County Montana,3.776758886,13,9.223241114
0500000US13157,Jackson County Georgia,14.30608948,12.5,-1.806089475
0500000US23019,Penobscot County Maine,1.263612524,15.9,14.63638748
0500000US41023,Grant County Oregon,-23.73327343,13.7,37.43327343
0500000US13191,McIntosh County Georgia,17.2223472,20.3,3.077652795
0500000US47169,Trousdale County Tennessee,42.98973321,13.3,-29.68973321
0500000US29029,Camden County Missouri,8.047849811,17.5,9.452150189
0500000US28095,Monroe County Mississippi,-33.15289956,19.2,52.35289956
0500000US39159,Union County Ohio,-7.215618187,7.4,14.61561819
0500000US40107,Okfuskee County Oklahoma,-16.09280942,25.2,41.29280942
0500000US38105,Williams County North Dakota,18.81140534,9,-9.811405339
0500000US27117,Pipestone County Minnesota,48.33119208,11.8,-36.53119208
0500000US06065,Riverside County California,45.49012449,15.6,-29.89012449
0500000US37143,Perquimans County North Carolina,184.4052136,18.8,-165.6052136
0500000US20137,Norton County Kansas,92.15342358,11.6,-80.55342358
0500000US27069,Kittson County Minnesota,16.53813608,11.2,-5.338136076
0500000US18111,Newton County Indiana,69.08155259,14,-55.08155259
0500000US48053,Burnet County Texas,-38.34906388,12.3,50.64906388
0500000US18013,Brown County Indiana,77.31449547,10.6,-66.71449547
0500000US47029,Cocke County Tennessee,81.26699414,25,-56.26699414
0500000US35049,Santa Fe County New Mexico,-36.18673601,14.4,50.58673601
0500000US04025,Yavapai County Arizona,15.88836672,14.7,-1.188366718
0500000US31051,Dixon County Nebraska,3.297116533,10.3,7.002883467
0500000US13105,Elbert County Georgia,-12.41500877,22.4,34.81500877
0500000US31153,Sarpy County Nebraska,7.129441884,5.3,-1.829441884
0500000US19167,Sioux County Iowa,11.0175114,7.9,-3.117511401
0500000US48335,Mitchell County Texas,46.32804544,7.9,-38.42804544
0500000US39137,Putnam County Ohio,12.17694027,7.2,-4.976940266
0500000US28043,Grenada County Mississippi,28.5564585,24.2,-4.356458495
0500000US08125,Yuma County Colorado,-7.135367224,14.3,21.43536722
0500000US40011,Blaine County Oklahoma,21.9652976,15,-6.965297598
0500000US01123,Tallapoosa County Alabama,21.43754305,21.2,-0.237543054
0500000US49033,Rich County Utah,-36.45057689,18,54.45057689
0500000US21113,Jessamine County Kentucky,-99.39561211,18,117.3956121
0500000US05079,Lincoln County Arkansas,88.65688198,17.9,-70.75688198
0500000US42037,Columbia County Pennsylvania,-2.995929392,15.9,18.89592939
0500000US27057,Hubbard County Minnesota,9.93453191,10.8,0.86546809
0500000US36065,Oneida County New York,18.57446115,16.6,-1.974461146
0500000US48421,Sherman County Texas,30.38112115,14.8,-15.58112115
0500000US37199,Yancey County North Carolina,0.253412786,19.6,19.34658721
0500000US42029,Chester County Pennsylvania,-33.34957564,6.9,40.24957564
0500000US35009,Curry County New Mexico,9.913288403,22.5,12.5867116
0500000US45005,Allendale County South Carolina,167.2431207,30.4,-136.8431207
0500000US20101,Lane County Kansas,28.51614415,10.7,-17.81614415
0500000US27073,Lac qui Parle County Minnesota,5.84180386,9.3,3.45819614
0500000US36045,Jefferson County New York,1.567570414,14.8,13.23242959
0500000US54045,Logan County West Virginia,3.020082971,22.5,19.47991703
0500000US21079,Garrard County Kentucky,14.96028128,18.2,3.239718717
0500000US47171,Unicoi County Tennessee,16.58786027,20.1,3.512139731
0500000US19089,Howard County Iowa,32.18392406,11.6,-20.58392406
0500000US37155,Robeson County North Carolina,6.915644278,29.2,22.28435572
0500000US39141,Ross County Ohio,137.4715888,18.2,-119.2715888
0500000US31047,Dawson County Nebraska,32.12931115,13.7,-18.42931115
0500000US17001,Adams County Illinois,11.62839358,13.1,1.471606422
0500000US20051,Ellis County Kansas,376.2861007,16.7,-359.5861007
0500000US06075,San Francisco County California,10.84742693,11.7,0.852573067
0500000US42007,Beaver County Pennsylvania,8.55989753,10.8,2.24010247
0500000US17123,Marshall County Illinois,-0.551166098,10.3,10.8511661
0500000US55005,Barron County Wisconsin,186.5831476,11.5,-175.0831476
0500000US46017,Buffalo County South Dakota,63.68406249,40.5,-23.18406249
0500000US48139,Ellis County Texas,7.20108668,10.5,3.29891332
0500000US18129,Posey County Indiana,6.067155962,9.5,3.432844038
0500000US48045,Briscoe County Texas,-23.10936655,13.9,37.00936655
0500000US38045,LaMoure County North Dakota,12.11289005,10.7,-1.412890049
0500000US28075,Lauderdale County Mississippi,-12.06453468,21.5,33.56453468
0500000US13161,Jeff Davis County Georgia,-124.0174358,20.6,144.6174358
0500000US42055,Franklin County Pennsylvania,52.23933115,10.4,-41.83933115
0500000US13245,Richmond County Georgia,8.621161979,24.2,15.57883802
0500000US46115,Spink County South Dakota,19.38237687,9.9,-9.48237687
0500000US05145,White County Arkansas,-64.51844812,16.6,81.11844812
0500000US02050,Bethel Census Area Alaska,-395.9790818,27,422.9790818
0500000US31069,Garden County Nebraska,13.83374888,11.7,-2.133748876
0500000US54083,Randolph County West Virginia,-16.53758859,18.3,34.83758859
0500000US48243,Jeff Davis County Texas,24.48189654,6.7,-17.78189654
0500000US51810,Virginia Beach city Virginia,13.95141921,8,-5.951419206
0500000US19197,Wright County Iowa,-2.821334463,12.6,15.42133446
0500000US18107,Montgomery County Indiana,-73.07906525,10.2,83.27906525
0500000US39067,Harrison County Ohio,2.923723586,15.7,12.77627641
0500000US12111,St. Lucie County Florida,64.6995555,16.6,-48.0995555
0500000US11001,District of Columbia District of Columbia,22.2574051,17.4,-4.857405099
0500000US01079,Lawrence County Alabama,95.71677354,16.6,-79.11677354
0500000US40125,Pottawatomie County Oklahoma,11.1567665,17,5.843233497
0500000US29095,Jackson County Missouri,-32.89888105,15.9,48.79888105
0500000US05061,Howard County Arkansas,13.38217645,21,7.617823546
0500000US28133,Sunflower County Mississippi,62.09607194,32.5,-29.59607194
0500000US19107,Keokuk County Iowa,-8.782557337,11.2,19.98255734
0500000US23031,York County Maine,40.72066093,8.5,-32.22066093
0500000US08089,Otero County Colorado,-14.42501271,22.9,37.32501271
0500000US41047,Marion County Oregon,-7.570469808,15.9,23.47046981
0500000US29011,Barton County Missouri,14.81446211,20.9,6.085537895
0500000US21105,Hickman County Kentucky,-6.830550522,14.8,21.63055052
0500000US53053,Pierce County Washington,-4.63414582,12.2,16.83414582
0500000US13043,Candler County Georgia,-1060.90932,31.5,1092.40932
0500000US19053,Decatur County Iowa,52.1485091,19.1,-33.0485091
0500000US46045,Edmunds County South Dakota,7.099864808,5.9,-1.199864808
0500000US24017,Charles County Maryland,1.386061684,6.9,5.513938316
0500000US51061,Fauquier County Virginia,0.753391324,6.2,5.446608676
0500000US48351,Newton County Texas,238.4155717,15.7,-222.7155717
0500000US51103,Lancaster County Virginia,15.4390667,11,-4.439066703
0500000US20195,Trego County Kansas,19.4483352,4.8,-14.6483352
0500000US22061,Lincoln Parish Louisiana,24.74152471,31.2,6.458475293
